id,source_name,Other_name,BZcat_name,ra,dec,WISE_mag_2,NVSS_FIRST_flux,z_flag,redshift,nu_flag,nu_peak,flux_peak,Fermi_counterpart,blazar_type,Fermi_gr_slope,Fermi_gr_slope_error,TEV_FOM
534,1WHSP J124149.3-145558,SHBLJ124149.8-14555,5BZBJ1241-1455,190.45583,-14.93289,12.1,17.3,3,0.44,1,15.2,-11.5,3FGL J1241.6-1456,2,2.0,0.17,0.63
263,1WHSP J053810.3-390842,1RXSJ053810.0-390839,5BZUJ0538-3908,84.54317,-39.14514,13.6,28.6,3,0.44,1,16.2,-11.9,3FGL J0538.4-3909,0,2.0,0.17,0.25
460,1WHSP J112551.9-074220,1RXSJ112551.6-074219,5BZBJ1125-0742,171.46658,-7.70581,12.9,39.4,1,0.279,1,15.7,-11.9,3FGL J1125.8-0745,0,2.0,0.18,0.25
146,1WHSP J025037.9+171208,RXSJ02506+1712,5BZUJ0250+1712,42.65813,17.20247,12.5,63.7,0,0,1,16.0,-11.5,3FGL J0250.6+1713,0,2.0,0.19,0.63
756,1WHSP J160620.8+563017,RXSJ16063+5630,5BZBJ1606+5630,241.58696,56.50486,14.8,15.9,1,0.45,3,17.5,-11.9,3FGL J1606.1+5630,0,2.0,0.19,0.25
717,1WHSP J153500.7+532037,SHBLJ153501.1+53204,5BZBJ1535+5320,233.75333,53.34369,14.2,18.4,3,0.59,1,17.2,-11.5,3FGL J1534.4+5323,0,2.0,0.2,0.63
32,1WHSP J004208.0+364112,SHBLJ004208.1+36411,5BZBJ0042+3641,10.53375,36.68694,13.9,12.0,3,0.47,1,16.8,-11.9,3FGL J0041.9+3639,0,2.0,0.21,0.25
649,1WHSP J142238.8+580155,SHBLJ142239.1+58015,5BZBJ1422+5801,215.66196,58.03211,13.9,13.3,1,0.638,1,17.5,-11.1,3FGL J1422.8+5801,0,2.0,0.22,1.58
98,1WHSP J015646.0-474417,1RXSJ015645.4-474412,--,29.19171,-47.73811,12.9,28.7,3,0.29,1,15.2,-12.0,3FGL J0156.9-4742,5,2.0,0.26,0.2
572,1WHSP J131532.6+113331,1RXSJ131531.9+113327,--,198.88592,11.55883,13.8,20.7,3,0.61,1,16.7,-11.7,3FGL J1315.4+1130,5,2.0,0.26,0.4
116,1WHSP J021252.8+224452,2FGLJ0213.1+2245,5BZBJ0212+2244,33.22004,22.74783,12.0,67.4,1,0.459,1,15.4,-11.3,3FGL J0213.0+2245,0,2.1,0.08,1.0
102,1WHSP J015934.3+104705,1RXSJ015935.1+104707,5BZBJ0159+1047,29.89325,10.78494,12.5,47.6,1,0.195,1,15.5,-11.6,3FGL J0159.4+1046,0,2.1,0.09,0.5
168,1WHSP J031614.3-643731,-,5BZBJ0316-6437,49.05963,-64.62539,13.1,17.8,0,0,1,16.2,-11.6,3FGL J0316.2-6436,0,2.1,0.1,0.5
294,1WHSP J073026.0+330722,1RXSJ073026.0+330727,5BZBJ0730+3307,112.60858,33.12303,12.2,9.3,1,0.11,1,15.5,-11.5,3FGL J0730.5+3307,0,2.1,0.12,0.63
974,1WHSP J232538.1+164642,2FGLJ2325.4+1650,5BZBJ2325+1646,351.40879,16.77856,13.0,52.8,0,0,1,15.4,-11.8,3FGL J2325.6+1650,0,2.1,0.13,0.32
985,1WHSP J235034.3-300604,2FGLJ2350.2-3002,--,357.64292,-30.10119,12.9,39.1,1,0.23,1,15.1,-11.9,3FGL J2350.4-3004,5,2.1,0.13,0.25
625,1WHSP J140449.6+655431,1RXSJ140450.2+655433,5BZBJ1404+6554,211.20671,65.90875,13.7,15.5,1,0.363,1,16.6,-12.0,3FGL J1404.8+6554,0,2.1,0.14,0.2
583,1WHSP J132358.3+140559,SDSSJ132358.36+14055,5BZBJ1323+1405,200.99321,14.09986,13.2,31.3,3,0.47,1,15.4,-12.1,3FGL J1323.9+1405,0,2.1,0.14,0.16
937,1WHSP J223248.7-202226,1RXSJ223249.5-202232,--,338.20333,-20.37394,13.8,12.5,0,0,1,16.4,-11.7,3FGL J2232.9-2021,1,2.1,0.15,0.4
722,1WHSP J153941.2-112835,1RXSJ153941.8-112838,--,234.92167,-11.47644,12.8,78.8,0,0,1,15.1,-11.7,3FGL J1539.8-1128,1,2.1,0.16,0.4
380,1WHSP J095929.8+212321,SDSSJ095929.88+21232,5BZBJ0959+2123,149.87454,21.38917,13.3,40.9,1,0.36,1,16.5,-11.9,3FGL J0959.7+2124,0,2.1,0.16,0.25
787,1WHSP J164328.9-064619,1FGL_J1643.5-0646,5BZGJ1643-0646,250.8705,-6.77208,12.5,28.8,1,0.082,1,15.3,-12.0,3FGL J1643.6-0642,0,2.1,0.17,0.2
525,1WHSP J123123.9+142124,2E1228.8+1438,5BZBJ1231+1421,187.84962,14.35678,12.6,55.6,1,0.256,1,15.8,-11.6,3FGL J1231.8+1421,0,2.1,0.17,0.5
812,1WHSP J171921.4+120721,1RXSJ171921.2+12071,--,259.83958,12.12275,13.4,57.6,0,0,1,15.3,-12.3,3FGL J1719.3+1206,1,2.1,0.18,0.1
2,1WHSP J000132.7-415525,2FGLJ0001.7-4159,--,0.38642,-41.92364,13.3,13.2,0,0,1,15.8,-11.7,3FGL J0002.2-4152,1,2.1,0.19,0.4
413,1WHSP J104108.5-120330,-,--,160.28575,-12.05861,13.8,14.2,0,0,1,15.5,-12.5,3FGL J1040.9-1205,1,2.1,0.2,0.06
402,1WHSP J102703.4+060933,SDSSJ10270+0609,5BZBJ1027+0609,156.76417,6.15942,14.2,10.6,1,0.449,1,15.6,-12.0,3FGL J1027.0+0609,0,2.1,0.2,0.2
571,1WHSP J131503.3-423649,1RXSJ131503.3-423649,5BZGJ1315-4236,198.76413,-42.61381,12.9,13.9,1,0.105,1,17.6,-10.9,3FGL J1314.7-4237,0,2.1,0.21,2.51
482,1WHSP J114930.3+243926,SHBLJ114930.4+24392,5BZBJ1149+2439,177.37646,24.65744,13.6,28.6,1,0.402,2,16.5,-11.5,3FGL J1149.5+2443,0,2.1,0.22,0.63
94,1WHSP J015044.5-545004,-,--,27.68542,-54.83472,13.5,43.8,0,0,1,15.8,-12.1,3FGL J0150.5-5447,1,2.1,0.23,0.16
587,1WHSP J132614.9+293330,RXJ13262+2933,5BZBJ1326+2933,201.56242,29.55856,13.7,16.5,1,0.431,1,16.3,-11.5,3FGL J1326.1+2931,0,2.1,0.25,0.63
539,1WHSP J124700.7+442318,1RXSJ124701.3+442325,5BZBJ1247+4423,191.75308,44.38856,13.8,10.7,2,0.6,1,16.2,-12.0,3FGL J1247.0+4421,0,2.1,0.25,0.2
967,1WHSP J231731.9-453359,2FGLJ2317.3-4534,--,349.38321,-45.56656,12.5,39.9,0,0,1,15.8,-11.8,3FGL J2317.3-4534,1,2.2,0.08,0.32
857,1WHSP J192242.2-745356,2FGLJ1922.6-7454,--,290.67625,-74.89906,13.3,13.7,0,0,1,16.4,-12.2,3FGL J1923.2-7452,1,2.2,0.1,0.13
181,1WHSP J032523.5-563544,PGC398865,--,51.34804,-56.59572,11.9,73.3,1,0.6,1,16.2,-11.5,3FGL J0325.2-5634,5,2.2,0.11,0.63
472,1WHSP J114141.8-140754,2FGLJ1141.7-1404,--,175.42417,-14.13183,13.8,59.9,0,0,1,15.2,-12.2,3FGL J1141.6-1406,1,2.2,0.13,0.13
502,1WHSP J121300.8+512935,1RXSJ121301.8+512942,5BZBJ1213+5129,183.25342,51.49325,13.3,36.3,0,0,1,16.0,-12.2,3FGL J1212.6+5135,0,2.2,0.15,0.13
241,1WHSP J050639.9-085801,2FGLJ0506.5-0901,5BZBJ0506-0858,76.66625,-8.96717,13.0,21.1,0,0,1,15.2,-12.0,2FGL J0506.5-0901,0,2.2,0.16,0.2
943,1WHSP J224604.9+154435,-,--,341.52075,15.74314,13.4,82.6,0,0,1,15.5,-12.4,3FGL J2246.2+1547,1,2.2,0.16,0.08
881,1WHSP J204201.9-731913,-,--,310.508,-73.32042,13.7,33.4,0,0,1,16.5,-12.2,3FGL J2041.9-7318,1,2.2,0.17,0.13
282,1WHSP J064710.0-513547,1RXSJ064710.1-513546,--,101.79183,-51.59661,13.0,70.8,0,0,1,17.0,-11.1,3FGL J0647.0-5134,1,2.2,0.18,1.58
919,1WHSP J215258.3+172459,-,--,328.24329,17.41653,13.8,12.9,2,0.283,1,15.0,-12.6,2FGL J2152.4+1735,5,2.2,0.18,0.05
645,1WHSP J141756.6+254325,SHBLJ141756.8+25432,5BZBJ1417+2543,214.48612,25.72386,12.7,89.7,1,0.24,1,17.2,-11.0,3FGL J1417.8+2540,3,2.2,0.19,2.0
951,1WHSP J225354.2+140436,2FGLJ2254.1+1401,5BZBJ2253+1404,343.476,14.07692,13.6,11.8,1,0.327,1,15.5,-12.1,3FGL J2254.0+1403,0,2.2,0.21,0.16
41,1WHSP J004938.8-415137,1RXSJ004939.9-415133,--,12.41204,-41.86047,14.1,58.7,0,0,1,15.8,-11.5,3FGL J0049.4-4149,1,2.2,0.22,0.63
321,1WHSP J081240.8+650911,2FGLJ0812.6+6511,5BZBJ0812+6509,123.17017,65.15308,13.3,31.0,0,0,1,16.2,-11.9,3FGL J0813.3+6509,0,2.2,0.23,0.25
292,1WHSP J072314.0+584120,RXSJ07232+5841,5BZBJ0723+5841,110.8085,58.68908,13.9,16.8,0,0,1,16.8,-12.2,1FGL_J0722.3+5837,0,2.2,0.25,0.13
364,1WHSP J094022.4+614826,RXSJ09403+6148,5BZGJ0940+6148,145.0935,61.80733,13.4,12.9,1,0.21,1,16.2,-11.8,3FGL J0941.0+6151,0,2.3,0.13,0.32
107,1WHSP J020252.2-022320,A0200-0237,--,30.71758,-2.38908,13.3,68.1,0,0,1,16.3,-12.0,3FGL J0203.1-0227,1,2.3,0.17,0.2
689,1WHSP J150525.4-824231,-,--,226.35587,-82.70864,14.3,34.8,0,0,1,17.3,-12.1,3FGL J1504.5-8242,1,2.3,0.17,0.16
953,1WHSP J225818.9-552537,1WGAJ2258.3-5525,5BZBJ2258-5525,344.579,-55.42703,13.1,85.2,1,0.479,1,15.8,-11.7,3FGL J2258.3-5526,0,2.3,0.17,0.4
381,1WHSP J100234.4+221614,2FGLJ1003.0+2219,5BZBJ1002+2216,150.64337,22.27083,14.2,14.0,3,0.55,1,15.8,-11.9,3FGL J1002.3+2220,0,2.3,0.17,0.25
739,1WHSP J155424.1+201125,SDSSJ155424.12+20112,5BZBJ1554+2011,238.60054,20.19039,12.8,79.5,1,0.273,1,17.5,-11.3,3FGL J1554.4+2010,0,2.3,0.18,1.0
356,1WHSP J092401.0+053345,SHBLJ092401.1+05335,5BZBJ0924+0533,141.00437,5.56258,14.0,7.6,1,0.57,1,16.8,-11.9,3FGL J0924.2+0534,0,2.4,0.12,0.25
345,1WHSP J085930.6+621730,1RXSJ085930.5+621737,5BZBJ0859+6217,134.87762,62.29178,13.8,22.2,0,0,1,16.0,-12.3,3FGL J0859.1+6219,0,2.4,0.13,0.1
542,1WHSP J125117.8+103907,1RXSJ125117.4+103914,5BZBJ1251+1039,192.8245,10.65197,12.6,5.2,0,0,1,15.6,-11.6,3FGL J1251.3+1041,0,2.4,0.16,0.5
19,1WHSP J002635.6-460109,1RXSJ002636.3-460101,5BZBJ0026-4601,6.64838,-46.01936,13.3,38.7,0,0,1,16.4,-11.2,3FGL J0026.7-4603,0,2.5,0.18,1.26
603,1WHSP J134105.1+395945,B31338+402,5BZGJ1341+3959,205.27125,39.99597,12.9,88.9,1,0.172,1,17.3,-11.6,3FGL J1341.0+3955,0,2.5,0.18,0.5
861,1WHSP J194306.7-351006,1RXSJ194306.8-351001,--,295.77792,-35.16853,12.2,59.5,1,0.049,1,17.3,-11.6,3FGL J1943.2-3510,5,2.6,0.12,0.5
913,1WHSP J214552.2+071927,1WGAJ2145.8+0719,5BZBJ2145+0719,326.46788,7.32425,13.2,102.0,1,0.237,1,17.5,-11.7,3FGL J2145.7+0717,0,2.7,0.13,0.4
