id,source_name,Other_name,BZcat_name,ra,dec,WISE_mag_2,NVSS_FIRST_flux,z_flag,redshift,nu_flag,nu_peak,flux_peak,Fermi_counterpart,blazar_type,Fermi_gr_slope,Fermi_gr_slope_error,TEV_FOM
466,1WHSP J113626.4+700927,1RXSJ113626.6+700932,5BZBJ1136+7009,174.11008,70.15753,10.7,328.6,1,0.045,1,16.3,-10.8,3FGL J1136.6+7009,3,1.8,0.05,3.16
264,1WHSP J054357.2-553207,1FGL_J0543.8-5531,5BZBJ0543-5532,85.98837,-55.53542,12.1,43.4,1,0.273,1,16.7,-11.0,3FGL J0543.9-5531,3,1.8,0.05,2.0
113,1WHSP J020921.6-522922,1RXSJ020922.2-522920,5BZBJ0209-5229,32.34,-52.48964,12.1,78.7,3,0.163,1,16.7,-11.1,3FGL J0209.4-5229,3,1.8,0.05,1.58
675,1WHSP J144800.5+360831,1RXSJ144801.0+360833,5BZBJ1448+3608,222.00246,36.142,12.2,36.3,0,0,1,15.4,-11.3,3FGL J1448.0+3608,0,1.8,0.06,1.0
847,1WHSP J183849.1+480234,1RXSJ183849.4+480236,5BZBJ1838+4802,279.70479,48.04289,12.2,30.2,2,0.3,1,15.8,-11.1,3FGL J1838.8+4802,0,1.8,0.06,1.58
973,1WHSP J232444.6-404049,2FGLJ2324.7-4042,5BZBJ2324-4040,351.18604,-40.68036,10.8,50.5,3,0.24,1,15.8,-10.9,3FGL J2324.7-4040,0,1.8,0.06,2.51
91,1WHSP J014347.3-584551,-,5BZBJ0143-5845,25.94746,-58.76425,12.8,28.3,0,0,1,17.1,-11.0,3FGL J0143.7-5845,0,1.8,0.07,2.0
182,1WHSP J032541.0-164616,SHBLJ032540.8-16460,5BZBJ0325-1646,51.42121,-16.77133,12.4,27.6,1,0.291,1,15.6,-11.2,3FGL J0325.6-1648,0,1.8,0.07,1.26
705,1WHSP J151747.5+652523,SHBLJ151747.3+65252,5BZBJ1517+6525,229.44829,65.42314,12.7,37.8,1,0.702,1,16.7,-11.0,3FGL J1517.6+6524,0,1.8,0.07,2.0
139,1WHSP J023832.4-311657,RXSJ02385-3116,5BZBJ0238-3116,39.63529,-31.28275,11.9,81.6,1,0.233,1,16.5,-10.9,3FGL J0238.4-3117,0,1.8,0.08,2.51
48,1WHSP J005446.7-245528,2FGLJ0055.0-2454,5BZBJ0054-2455,13.69475,-24.92472,12.4,24.5,3,0.12,1,15.9,-11.2,3FGL J0054.8-2455,0,1.8,0.08,1.26
99,1WHSP J015657.9-530159,2FGLJ0157.2-5259,5BZBJ0156-5302,29.24163,-53.03328,13.2,43.4,0,0,1,17.7,-11.0,3FGL J0157.0-5301,0,1.8,0.09,2.0
686,1WHSP J150340.6-154113,BZBJ1503-1541,5BZBJ1503-1541,225.91946,-15.68722,13.1,5.9,3,0.38,1,17.6,-10.9,3FGL J1503.7-1540,0,1.8,0.09,2.51
26,1WHSP J003514.7+151504,SHBLJ003514.9+15151,5BZBJ0035+1515,8.81129,15.25117,12.2,18.8,3,0.64,1,15.3,-11.4,3FGL J0035.2+1513,0,1.8,0.09,0.79
421,1WHSP J105344.1+492956,GB6J1053+4930,5BZGJ1053+4929,163.43388,49.49892,12.2,64.7,1,0.14,1,16.3,-11.6,3FGL J1053.7+4929,3,1.8,0.1,0.5
956,1WHSP J230436.7+370507,SHBLJ230437.1+37050,5BZBJ2304+3705,346.15296,37.08542,12.8,23.1,0,0,1,16.3,-11.5,3FGL J2304.6+3704,0,1.8,0.11,0.63
824,1WHSP J174357.8+193509,1ES1741+196,5BZGJ1743+1935,265.991,19.58592,11.2,309.1,1,0.08,1,17.9,-11.2,3FGL J1743.9+1934,3,1.8,0.11,1.26
667,1WHSP J143917.4+393242,SHBLJ143917.7+39324,5BZBJ1439+3932,219.82283,39.54522,11.9,42.9,1,0.344,1,15.9,-11.2,3FGL J1439.2+3931,0,1.8,0.11,1.26
568,1WHSP J131248.7-235047,-,--,198.20321,-23.84647,13.2,28.9,0,0,1,15.3,-11.9,3FGL J1312.7-2349,1,1.8,0.12,0.25
593,1WHSP J133025.8+700138,1RXSJ133027.8+700143,5BZBJ1330+7001,202.60754,70.02742,13.1,21.2,0,0,1,15.4,-12.0,3FGL J1330.6+7002,0,1.8,0.12,0.2
897,1WHSP J211243.0+081835,2FGLJ2112.5+0818,--,318.17917,8.30978,13.3,23.5,0,0,1,15.6,-11.8,3FGL J2112.7+0819,1,1.8,0.12,0.32
50,1WHSP J005620.0-093630,IPC0053-0952,5BZGJ0056-0936,14.08358,-9.6085,11.5,200.9,1,0.1,1,15.9,-11.5,3FGL J0056.3-0935,0,1.8,0.12,0.63
670,1WHSP J144248.2+120040,1RXSJ144248.5+120042,5BZBJ1442+1200,220.701,12.01119,12.5,69.3,1,0.16,1,17.12,-11.16,3FGL J1442.8+1200,3,1.8,0.12,1.38
917,1WHSP J215015.5-141049,2FGLJ2150.2-1412,5BZGJ2150-1410,327.56463,-14.18053,12.7,68.4,1,0.22,1,17.8,-11.3,3FGL J2150.2-1411,0,1.8,0.12,1.0
300,1WHSP J074716.2+851208,1RXSJ074707.6+85121,--,116.81767,85.20244,13.7,11.4,0,0,1,16.8,-11.9,3FGL J0746.9+8511,1,1.8,0.13,0.25
714,1WHSP J153202.2+301628,GB6J1532+3016,5BZGJ1532+3016,233.00929,30.27469,14.4,54.5,1,0.065,1,15.2,-11.5,3FGL J1532.0+3018,0,1.8,0.13,0.63
295,1WHSP J073049.5-660218,1RXSJ073048.2-660212,--,112.70633,-66.03858,12.0,81.3,2,0.1,1,15.5,-11.4,3FGL J0730.5-6606,3,1.8,0.13,0.79
989,1WHSP J235729.9-171802,SHBLJ235730.1-17180,5BZBJ2357-1718,359.37487,-17.30083,13.3,44.5,3,0.85,1,17.3,-11.2,3FGL J2357.4-1716,0,1.8,0.13,1.26
459,1WHSP J112508.6-210105,CRATESJ112506-210035,--,171.28596,-21.01828,12.7,36.4,0,0,1,15.1,-12.0,3FGL J1125.0-2101,1,1.8,0.14,0.2
163,1WHSP J031034.6-501631,2FGLJ0310.2-5013,--,47.64458,-50.27528,13.1,12.6,0,0,1,15.9,-11.8,3FGL J0310.4-5015,1,1.8,0.14,0.32
429,1WHSP J110021.0+401927,SHBLJ110021.3+40193,5BZBJ1100+4019,165.08775,40.32444,13.1,18.4,2,0.225,1,16.5,-11.5,3FGL J1100.5+4020,0,1.8,0.15,0.63
457,1WHSP J112453.8+493409,2FGLJ1125.2+4933,5BZBJ1124+4934,171.22429,49.56939,13.7,21.1,3,0.57,1,16.5,-11.9,3FGL J1124.9+4932,0,1.8,0.15,0.25
982,1WHSP J234333.5+343950,2FGLJ2343.6+3437,5BZBJ2343+3439,355.88992,34.66411,13.5,35.0,1,0.36,1,17.2,-11.5,3FGL J2343.7+3437,2,1.8,0.16,0.63
128,1WHSP J022314.2-111738,2FGLJ0223.0-1118,5BZBJ0223-1117,35.80933,-11.29397,13.3,14.2,3,0.2,1,15.6,-12.0,3FGL J0222.9-1117,0,1.8,0.16,0.2
69,1WHSP J011904.6-145858,-,--,19.76921,-14.98289,13.7,5.5,3,0.53,1,16.1,-12.0,3FGL J0118.9-1457,5,1.8,0.16,0.2
880,1WHSP J204150.2-373339,PGC621219,--,310.45929,-37.56106,12.4,125.0,1,0.098,1,17.5,-11.5,3FGL J2041.7-3732,5,1.8,0.17,0.63
431,1WHSP J110124.7+410847,ROXAJ110124.7+410847,5BZBJ1101+4108,165.353,41.14647,14.2,23.6,3,0.58,1,15.7,-12.2,3FGL J1101.5+4106,0,1.8,0.17,0.13
417,1WHSP J104651.4-253545,SHBLJ10468-2535,5BZBJ1046-2535,161.7145,-25.59603,14.0,14.3,1,0.25,1,16.6,-11.8,3FGL J1046.9-2531,0,1.8,0.18,0.32
932,1WHSP J222028.7+281355,1RXSJ222028.2+281404,--,335.11967,28.23214,12.8,48.9,0,0,1,15.5,-12.0,3FGL J2220.3+2812,1,1.8,0.19,0.2
793,1WHSP J165139.9+721824,BZBJ1651+7218,5BZBJ1651+7218,252.91646,72.30689,13.1,21.4,0,0,1,16.2,-12.1,3FGL J1651.6+7219,0,1.8,0.19,0.16
873,1WHSP J202630.7+764448,-,--,306.62829,76.74675,13.9,6.4,0,0,1,16.6,-12.0,3FGL J2026.3+7644,1,1.8,0.19,0.2
563,1WHSP J131012.1-115749,RXSJ13102-1157,5BZBJ1310-1157,197.55075,-11.96372,12.6,83.4,1,0.14,1,17.2,-11.7,3FGL J1310.2-1159,3,1.8,0.19,0.4
960,1WHSP J230722.0-120517,SHBLJ23073-1205,5BZBJ2307-1205,346.84208,-12.08822,13.8,7.3,3,0.47,1,16.5,-11.8,3FGL J2307.4-1208,0,1.8,0.19,0.32
839,1WHSP J182020.9+362343,1RXSJ182021.1+36235,--,275.08742,36.39531,13.9,13.9,0,0,1,16.3,-12.1,3FGL J1820.3+3625,1,1.8,0.2,0.16
693,1WHSP J150716.4+172103,-,--,226.81842,17.35092,13.9,23.5,1,0.565,1,15.7,-12.3,3FGL J1507.4+1725,5,1.8,0.2,0.1
966,1WHSP J231347.8-692330,-,--,348.44946,-69.39194,14.9,12.2,0,0,1,17.5,-11.9,3FGL J2312.9-6923,1,1.8,0.21,0.25
530,1WHSP J123739.0+625842,SHBLJ123739.2+62584,5BZBJ1237+6258,189.41283,62.97858,13.5,12.6,1,0.297,1,16.0,-11.9,3FGL J1237.9+6258,0,1.8,0.22,0.25
533,1WHSP J124148.2+063601,1RXSJ124148.3+063602,5BZBJ1241+0636,190.45113,6.60033,14.2,16.6,3,0.51,1,16.5,-12.0,3FGL J1241.9+0639,0,1.8,0.24,0.2
318,1WHSP J080949.1+521858,BZBJ0809+5218,5BZBJ0809+5218,122.45496,52.31619,10.9,182.9,1,0.137,1,15.9,-10.8,3FGL J0809.8+5218,0,1.9,0.02,3.16
157,1WHSP J030326.3-240711,PKS0301-243,5BZBJ0303-2407,45.86,-24.11978,10.3,701.1,1,0.266,1,15.7,-10.7,3FGL J0303.4-2407,4,1.9,0.02,3.98
427,1WHSP J105837.7+562811,GB6B1055+5644,5BZBJ1058+5628,164.65717,56.46978,10.7,228.6,1,0.143,1,15.1,-10.9,3FGL J1058.6+5627,0,1.9,0.03,2.51
352,1WHSP J091552.3+293324,1RXSJ091552.2+293335,5BZBJ0915+2933,138.96833,29.55667,11.4,342.1,3,0.19,1,15.8,-10.9,3FGL J0915.8+2933,0,1.9,0.04,2.51
401,1WHSP J102658.5-174858,RXSJ10269-1749,5BZBJ1026-1748,156.74404,-17.81633,12.0,11.6,2,0.114,1,15.7,-11.4,3FGL J1026.9-1750,0,1.9,0.05,0.79
315,1WHSP J080526.6+753424,1FGL_J0804.7+7534,5BZBJ0805+7534,121.36096,75.57358,12.0,52.7,1,0.12,1,16.3,-11.1,3FGL J0805.4+7534,3,1.9,0.05,1.58
447,1WHSP J111706.2+201407,SHBLJ111706.3+20141,5BZBJ1117+2014,169.27608,20.23542,11.8,103.2,1,0.138,1,15.9,-11.1,3FGL J1117.0+2014,0,1.9,0.05,1.58
814,1WHSP J172504.3+115215,1RXSJ172504.4+115218,5BZBJ1725+1152,261.26808,11.87097,10.8,120.9,3,0.18,1,15.5,-11.0,3FGL J1725.0+1152,0,1.9,0.05,2.0
36,1WHSP J004519.2+212740,GB6B0042+2111,5BZBJ0045+2127,11.33033,21.46114,12.1,50.2,0,0,1,15.9,-11.2,3FGL J0045.3+2126,0,1.9,0.06,1.26
684,1WHSP J150101.8+223806,1WGAJ1501.0+2238,5BZBJ1501+2238,225.25763,22.63511,10.9,32.5,1,0.235,1,15.1,-11.0,3FGL J1500.9+2238,0,1.9,0.06,2.0
450,1WHSP J111757.2+535554,1FGL_J1118.0+5354,5BZBJ1117+5355,169.4885,53.93192,13.2,12.6,0,0,1,15.6,-11.9,3FGL J1117.9+5355,0,1.9,0.08,0.25
78,1WHSP J012713.9+032300,2FGLJ0127.2+0324,--,21.80808,3.38353,12.7,16.1,0,0,1,15.7,-11.7,3FGL J0127.2+0325,1,1.9,0.08,0.4
176,1WHSP J032159.9+233611,GB6J0321+2336,5BZBJ0321+2336,50.49983,23.60311,11.9,76.7,0,0,1,15.7,-11.2,3FGL J0322.0+2335,0,1.9,0.08,1.26
224,1WHSP J044837.6-163243,RXSJ04486-1632,5BZBJ0448-1632,72.15671,-16.54531,13.1,59.1,3,0.32,1,17.1,-11.2,3FGL J0448.6-1632,0,1.9,0.08,1.26
933,1WHSP J222129.2-522527,BZBJ2221-5225,5BZBJ2221-5225,335.37208,-52.42433,12.2,25.4,3,0.34,1,15.9,-11.3,3FGL J2221.6-5225,0,1.9,0.08,1.0
734,1WHSP J154952.0-065907,-,--,237.46683,-6.9855,13.3,13.1,0,0,1,16.4,-11.6,3FGL J1549.7-0658,1,1.9,0.09,0.5
520,1WHSP J122424.1+243623,MS12218+2452,5BZBJ1224+2436,186.10083,24.60656,12.6,26.0,1,0.218,1,16.4,-11.0,3FGL J1224.5+2436,0,1.9,0.09,2.0
169,1WHSP J031614.9-260757,1RXSJ031615.0-260748,5BZBJ0316-2607,49.06221,-26.13256,12.4,21.7,1,0.443,1,16.0,-11.3,3FGL J0316.1-2611,0,1.9,0.09,1.0
976,1WHSP J232914.2+375414,2FGLJ2329.2+3755,5BZBJ2329+3754,352.30942,37.90403,12.8,20.4,3,0.2,1,16.0,-11.5,3FGL J2329.2+3754,0,1.9,0.09,0.63
398,1WHSP J102243.7-011302,SHBLJ102244.2-01125,5BZBJ1022-0113,155.68221,-1.21728,13.0,36.3,3,0.36,1,16.9,-11.2,3FGL J1022.8-0113,0,1.9,0.09,1.26
179,1WHSP J032343.6-011146,SDSSJ03237-0111,5BZBJ0323-0111,50.93171,-1.19614,12.6,30.3,0,0,1,15.1,-11.8,3FGL J0323.6-0109,0,1.9,0.1,0.32
370,1WHSP J094709.5-254059,1RXSJ094709.2-254056,--,146.78967,-25.68333,12.4,42.0,0,0,1,15.8,-11.3,3FGL J0947.1-2542,1,1.9,0.1,1.0
96,1WHSP J015239.5+014717,1RXSJ015240.2+014718,5BZGJ0152+0147,28.165,1.78817,11.5,62.0,1,0.08,1,15.9,-11.2,3FGL J0152.6+0148,0,1.9,0.1,1.26
406,1WHSP J103040.3-203036,1RXSJ103040.4-20302,--,157.66833,-20.51008,13.8,11.5,0,0,1,15.2,-12.1,3FGL J1030.4-2030,1,1.9,0.11,0.16
981,1WHSP J233920.8-740435,1RXSJ233919.8-740439,--,354.83704,-74.07664,12.9,52.3,0,0,1,15.9,-11.8,3FGL J2338.7-7401,1,1.9,0.11,0.32
647,1WHSP J141900.3+773229,1RXSJ141901.8+773229,5BZBJ1419+7732,214.75129,77.54147,13.2,8.3,3,0.27,1,16.0,-11.7,3FGL J1418.9+7731,0,1.9,0.11,0.4
137,1WHSP J023734.0-360328,BZBJ0237-3603,5BZBJ0237-3603,39.39183,-36.05789,12.7,21.5,3,0.411,1,15.9,-11.3,3FGL J0237.5-3603,0,1.9,0.11,1.0
699,1WHSP J151212.7-225508,6dFJ151212.7-22550,--,228.05312,-22.919,13.0,19.3,0,0,1,15.6,-11.7,3FGL J1512.2-2255,1,1.9,0.12,0.4
963,1WHSP J230940.8-363248,1RXSJ230940.6-363241,--,347.42013,-36.54683,12.7,0.0,0,0,1,15.8,-11.5,3FGL J2309.6-3633,1,1.9,0.12,0.63
38,1WHSP J004755.2+394857,1RXSJ004755.2+39490,5BZBJ0047+3948,11.98008,39.816,12.9,93.2,1,0.252,1,16.1,-11.9,3FGL J0048.0+3950,0,1.9,0.12,0.25
875,1WHSP J203451.0-420038,-,--,308.71283,-42.01061,13.3,0.0,0,0,1,15.6,-12.0,3FGL J2034.6-4202,1,1.9,0.13,0.2
493,1WHSP J120412.1+114555,1FGL_J1204.4+1139,5BZBJ1204+1145,181.0505,11.76539,13.6,15.2,1,0.296,1,16.6,-11.6,3FGL J1204.0+1144,0,1.9,0.13,0.5
845,1WHSP J183806.7-600032,-,--,279.52808,-60.00892,13.0,79.6,0,0,1,15.5,-12.1,3FGL J1838.5-6006,1,1.9,0.14,0.16
922,1WHSP J215601.6+181837,-,--,329.00683,18.31033,13.0,33.3,0,0,1,16.4,-11.4,3FGL J2156.0+1818,1,1.9,0.14,0.79
138,1WHSP J023800.6-390504,2FGLJ0238.2-3905,--,39.50262,-39.08464,12.9,65.3,0,0,1,15.4,-12.1,3FGL J0238.3-3904,1,1.9,0.15,0.16
546,1WHSP J125359.3+624257,1RXSJ125400.1+62430,5BZBJ1253+6242,193.49725,62.716,13.0,12.1,0,0,1,17.0,-12.4,3FGL J1254.1+6240,0,1.9,0.15,0.08
316,1WHSP J080625.9+593106,SBS0802+596,5BZBJ0806+5931,121.608,59.51861,12.6,61.1,2,0.3,1,16.5,-11.8,3FGL J0806.6+5933,0,1.9,0.15,0.32
238,1WHSP J050534.7+041554,1RXSJ050534.7+041600,5BZBJ0505+0415,76.39483,4.26514,12.6,168.1,1,0.424,1,15.8,-11.4,3FGL J0505.5+0416,0,1.9,0.15,0.79
716,1WHSP J153324.2+341640,1RXSJ153324.9+341640,5BZBJ1533+3416,233.35113,34.27789,13.0,30.1,0,0,1,15.6,-11.8,3FGL J1533.5+3416,0,1.9,0.16,0.32
866,1WHSP J195502.8-564028,2FGLJ1955.0-5639,--,298.76187,-56.67461,12.9,8.4,0,0,1,16.0,-11.7,3FGL J1954.9-5640,1,1.9,0.16,0.4
11,1WHSP J001411.4-502234,BZBJ0014-5022,5BZBJ0014-5022,3.54771,-50.37636,14.4,15.1,2,0.01,1,17.0,-11.5,3FGL J0014.0-5025,0,1.9,0.16,0.63
605,1WHSP J134240.3+093911,1RXSJ134239.9+093915,--,205.668,9.65319,14.5,2.5,3,0.6,1,15.7,-12.3,3FGL J1342.7+0945,5,1.9,0.16,0.1
4,1WHSP J000319.5-524727,1RXSJ000320.4-524727,--,0.8315,-52.79094,13.9,65.3,0,0,2,15.4,-12.4,3FGL J0003.2-5246,1,1.9,0.17,0.08
487,1WHSP J115633.2-225004,-,--,179.13842,-22.8345,13.3,17.2,0,0,1,15.6,-11.7,3FGL J1156.7-2250,1,1.9,0.17,0.4
10,1WHSP J001356.0-185406,SHBLJ001356.6-18540,5BZGJ0013-1854,3.4835,-18.90181,12.3,29.6,1,0.094,1,17.4,-11.3,3FGL J0013.9-1853,0,1.9,0.17,1.0
895,1WHSP J210844.7-025034,1FGL_J2108.5-0249,5BZBJ2108-0250,317.18637,-2.84278,12.1,127.2,1,0.15,1,15.8,-11.8,3FGL J2108.6-0250,3,1.9,0.18,0.32
715,1WHSP J153311.2+185429,SHBLJ153311.7+18542,5BZBJ1533+1854,233.29688,18.90808,13.5,23.0,1,0.305,1,16.9,-11.4,3FGL J1533.2+1852,0,1.9,0.18,0.79
60,1WHSP J011049.9-125503,SHBLJ011050.0-12545,5BZBJ0110-1255,17.70825,-12.91764,13.6,17.5,1,0.23,1,17.2,-11.6,3FGL J0110.9-1254,0,1.9,0.19,0.5
920,1WHSP J215305.3-004230,1RXSJ215305.2-004227,5BZBJ2153-0042,328.27217,-0.70844,13.3,24.8,1,0.341,1,17.5,-11.6,3FGL J2152.9-0045,0,1.9,0.19,0.5
526,1WHSP J123131.3+641418,MS1229.2+6430,5BZBJ1231+6414,187.88083,64.23842,12.6,58.9,1,0.163,1,16.0,-11.4,3FGL J1231.5+6414,0,1.9,0.2,0.79
503,1WHSP J121323.1-261807,RXSJ12133-2618,5BZBJ1213-2618,183.34637,-26.30214,13.2,7.4,1,0.278,1,17.6,-11.0,3FGL J1213.1-2619,0,1.9,0.2,2.0
490,1WHSP J115853.2+081943,-,--,179.72167,8.32869,13.8,7.4,1,0.29,1,16.1,-12.2,3FGL J1158.9+0818,5,1.9,0.2,0.13
678,1WHSP J145127.7+635419,BZBJ1451+6354,5BZBJ1451+6354,222.8655,63.90536,14.0,10.1,1,0.65,2,17.6,-12.0,3FGL J1451.2+6355,0,1.9,0.2,0.2
125,1WHSP J021905.4-172512,1RXSJ021905.8-172503,5BZBJ0219-1725,34.77287,-17.42025,13.1,62.6,1,0.128,1,16.1,-11.6,2FGL J0219.1-1725,0,1.9,0.21,0.5
13,1WHSP J001827.7+294730,SHBLJ001827.8+29473,5BZBJ0018+2947,4.61579,29.79189,13.8,33.8,2,0.1,1,17.1,-11.4,3FGL J0018.4+2947,0,1.9,0.21,0.79
517,1WHSP J122337.0-303250,-,--,185.90421,-30.54725,13.5,8.3,0,0,1,16.1,-11.6,3FGL J1223.3-3028,1,1.9,0.22,0.5
783,1WHSP J163801.6+732615,1RXSJ163801.6+73261,5BZBJ1638+7326,249.50683,73.43772,14.7,6.0,0,0,1,16.1,-12.2,3FGL J1637.8+7325,0,1.9,0.23,0.13
749,1WHSP J160005.3-252439,-,--,240.02233,-25.41103,13.4,45.4,0,0,1,16.0,-12.0,3FGL J1559.8-2525,1,1.9,0.24,0.2
601,1WHSP J134029.8+441004,1RXSJ134029.9+441007,5BZBJ1340+4410,205.12421,44.16778,13.6,57.3,1,0.54,1,17.3,-11.9,3FGL J1340.6+4412,0,1.9,0.25,0.25
506,1WHSP J121752.0+300700,1RXSJ121752.1+300705,5BZBJ1217+3007,184.46708,30.11678,10.1,572.8,2,0.13,1,15.1,-10.9,3FGL J1217.8+3007,4,2.0,0.02,2.51
815,1WHSP J172818.6+501310,2E1727.0+5015,5BZBJ1728+5013,262.07762,50.21958,11.4,201.2,1,0.055,1,16.5,-11.1,3FGL J1728.3+5013,0,2.0,0.06,1.58
83,1WHSP J013428.1+263843,1FGL_J0134.4+2632,5BZBJ0134+2638,23.61746,26.64528,12.7,30.6,0,0,1,15.8,-11.5,3FGL J0134.5+2638,0,2.0,0.08,0.63
731,1WHSP J154849.7-225102,2FGLJ1548.8-2251,5BZBJ1548-2251,237.20733,-22.85069,11.8,145.5,1,0.192,1,16.3,-11.1,3FGL J1548.8-2250,0,2.0,0.08,1.58
15,1WHSP J002200.0-514024,2FGLJ0022.3-5141,5BZBJ0022-5140,5.50033,-51.67339,12.0,20.0,1,0.25,1,15.7,-11.2,3FGL J0022.1-5141,0,2.0,0.08,1.26
63,1WHSP J011546.1+251953,RXSJ01157+2519,5BZBJ0115+2519,18.94225,25.33153,12.7,38.3,1,0.375,1,15.7,-11.7,3FGL J0115.8+2519,0,2.0,0.08,0.4
183,1WHSP J032613.9+022514,SHBLJ032613.6+02252,5BZBJ0326+0225,51.55808,2.42075,12.4,68.3,1,0.147,1,15.9,-11.3,3FGL J0326.2+0225,0,2.0,0.09,1.0
903,1WHSP J213135.4-091523,SHBLJ213135.5-09152,5BZBJ2131-0915,322.89754,-9.25653,13.1,43.6,1,0.449,1,16.4,-11.4,3FGL J2131.5-0915,0,2.0,0.09,0.79
123,1WHSP J021650.8-663642,1FGL_J0217.9-6630,5BZBJ0216-6636,34.21187,-66.61181,12.4,103.6,3,0.33,1,15.4,-11.6,3FGL J0217.0-6635,0,2.0,0.09,0.5
865,1WHSP J195500.6-160338,1RXSJ195500.6-160328,--,298.75271,-16.06064,13.1,24.8,0,0,1,16.0,-11.8,3FGL J1955.0-1605,1,2.0,0.1,0.32
439,1WHSP J110748.0+150210,ROXAJ110747.9+150218,5BZBJ1107+1502,166.95025,15.03628,13.2,43.6,2,0.25,1,15.8,-11.6,3FGL J1107.8+1502,0,2.0,0.1,0.5
271,1WHSP J055806.4-383831,1WGAJ0558.1-3838,5BZBJ0558-3838,89.52675,-38.64211,12.6,129.4,1,0.302,1,16.5,-11.0,3FGL J0558.1-3838,0,2.0,0.1,2.0
72,1WHSP J012338.3-231058,SHBLJ012338.2-23110,5BZBJ0123-2310,20.90979,-23.18294,13.5,27.6,1,0.404,1,17.3,-11.1,3FGL J0123.7-2312,0,2.0,0.1,1.58
131,1WHSP J022716.5+020200,SHBLJ022716.6+02015,5BZBJ0227+0202,36.819,2.03336,13.6,37.0,1,0.45,1,17.7,-11.3,3FGL J0227.2+0201,0,2.0,0.1,1.0
697,1WHSP J151148.5-051346,-,--,227.95237,-5.22967,13.2,17.5,0,0,1,17.2,-11.2,3FGL J1511.8-0513,1,2.0,0.11,1.26
299,1WHSP J074405.3+743358,SHBLJ074405.6+74335,5BZBJ0744+7433,116.02237,74.56617,12.7,23.4,1,0.314,1,16.7,-11.2,3FGL J0744.3+7434,0,2.0,0.11,1.26
626,1WHSP J140450.8+040202,1RXSJ140451.2+040206,5BZBJ1404+0402,211.21208,4.03394,12.8,42.4,3,0.37,1,15.7,-11.2,3FGL J1404.8+0401,0,2.0,0.11,1.26
129,1WHSP J022638.8-444122,1RXSJ022639.0-444117,5BZBJ0226-4441,36.66196,-44.68958,13.8,11.6,0,0,1,16.5,-11.5,3FGL J0226.5-4442,0,2.0,0.12,0.63
990,1WHSP J235907.8-303740,SHBLJ235908.0-30374,5BZBJ2359-3037,359.78283,-30.62792,12.3,66.7,1,0.165,1,17.1,-11.0,3FGL J2359.3-3038,0,2.0,0.12,2.0
509,1WHSP J121945.7-031423,1RXSJ121946.0-031419,5BZBJ1219-0314,184.94046,-3.23994,12.6,29.1,1,0.299,1,16.7,-12.6,3FGL J1219.7-0314,0,2.0,0.12,0.05
673,1WHSP J144506.2-032612,SHBLJ144505.9-03261,5BZBJ1445-0326,221.276,-3.43681,12.6,21.8,3,0.31,1,15.6,-11.6,3FGL J1445.0-0328,0,2.0,0.12,0.5
971,1WHSP J232254.4-491630,2FGLJ2323.0-4918,5BZBJ2322-4916,350.72671,-49.27503,13.1,28.3,3,0.38,1,15.6,-11.7,3FGL J2322.9-4917,0,2.0,0.12,0.4
602,1WHSP J134042.0-041006,-,--,205.17508,-4.16856,13.0,27.2,0,0,1,15.3,-11.9,3FGL J1340.6-0408,1,2.0,0.13,0.25
663,1WHSP J143657.7+563925,1RXSJ143658.7+563934,5BZBJ1436+5639,219.24067,56.65708,13.8,21.4,3,0.43,1,16.8,-11.6,3FGL J1436.8+5639,0,2.0,0.13,0.5
830,1WHSP J175615.9+552218,SHBLJ175615.5+55221,5BZBJ1756+5522,269.06625,55.37167,13.2,16.9,3,0.47,1,16.8,-11.2,3FGL J1756.3+5523,0,2.0,0.13,1.26
592,1WHSP J133021.5+444120,BZBJ1330+4441,5BZBJ1330+4441,202.58971,44.68897,13.3,21.2,0,0,1,15.5,-12.1,3FGL J1330.0+4437,0,2.0,0.14,0.16
596,1WHSP J133529.7-295038,1WGAJ1335.4-2950,5BZBJ1335-2950,203.874,-29.84414,14.3,10.8,2,0.51,1,16.3,-11.7,3FGL J1335.4-2949,0,2.0,0.14,0.4
441,1WHSP J111037.6+713356,2FGLJ1110.2+7134,5BZBJ1110+7133,167.65667,71.56572,13.0,56.0,0,0,1,15.6,-11.8,3FGL J1110.0+7134,0,2.0,0.15,0.32
134,1WHSP J023248.5+201717,1RXSJ023248.3+201722,5BZGJ0232+2017,38.2025,20.28814,12.4,83.5,1,0.139,1,18.4,-10.9,3FGL J0232.8+2016,0,2.0,0.15,2.51
904,1WHSP J213151.5-251558,SHBLJ213151.7-25160,5BZBJ2131-2515,322.96475,-25.26625,14.1,11.0,3,0.86,1,17.5,-11.7,3FGL J2131.8-2516,2,2.0,0.15,0.4
414,1WHSP J104149.1+390119,B31038+392,5BZGJ1041+3901,160.45483,39.02211,13.1,34.0,1,0.21,1,16.5,-12.2,3FGL J1041.8+3901,0,2.0,0.16,0.13
638,1WHSP J141029.5+282055,RXSJ14104+2821,5BZBJ1410+2820,212.62317,28.34881,13.0,28.9,3,0.54,1,15.8,-11.6,3FGL J1410.4+2821,0,2.0,0.16,0.5
64,1WHSP J011555.4-274431,1RXSJ011555.6-274428,--,18.98108,-27.74206,14.1,17.3,0,0,1,16.9,-11.8,3FGL J0116.2-2744,5,2.0,0.17,0.32
